ID;Jenis Kelamin;Marital status;Usia;Pendidikan;Pendapatan;Pekerjaan;Settlement size
100000829;Pria;Belum Menikah;47;SMA;177509;Amatir;Big
100000830;Pria;Belum Menikah;38;SMA;163451;Amatir;Mid
100000831;Pria;Belum Menikah;44;SMA;144900;Amatir;Mid
100000832;Wanita;Menikah;23;SMA;97115;Amatir;Big
100000833;Pria;Belum Menikah;29;Unknown;196568;Amatir;Big
100000834;Wanita;Menikah;42;S1;158405;Amatir;Small
100000835;Wanita;Menikah;25;SMA;97376;Tidak Bekerja;Small
100000836;Pria;Belum Menikah;48;SMA;108678;Amatir;Mid
100000837;Wanita;Menikah;21;SMA;92351;Amatir;Small
100000838;Wanita;Menikah;23;SMA;61211;Tidak Bekerja;Small
100000839;Pria;Belum Menikah;63;S1;138644;Amatir;Small
100000840;Pria;Menikah;46;S1;124824;Amatir;Big
100000841;Pria;Belum Menikah;29;Unknown;132852;Amatir;Small
100000842;Pria;Belum Menikah;28;Unknown;81069;Tidak Bekerja;Small
100000843;Wanita;Menikah;23;SMA;104094;Amatir;Big
100000844;Pria;Belum Menikah;50;SMA;114853;Amatir;Small
100000845;Pria;Belum Menikah;47;SMA;130344;Amatir;Big
100000846;Pria;Belum Menikah;35;SMA;135090;Amatir;Small
100000847;Pria;Belum Menikah;68;S1;179151;Amatir;Big
100000848;Pria;Menikah;28;SMA;97390;Amatir;Mid
100000849;Pria;Belum Menikah;59;S1;120160;Amatir;Small
100000850;Pria;Belum Menikah;57;S1;82277;Tidak Bekerja;Small
100000851;Pria;Menikah;33;SMA;110844;Amatir;Big
100000852;Pria;Belum Menikah;43;SMA;133105;Amatir;Small
100000853;Pria;Belum Menikah;35;SMA;102042;Amatir;Small
100000854;Pria;Belum Menikah;32;Unknown;69370;Tidak Bekerja;Small
100000855;Pria;Belum Menikah;45;SMA;200298;Amatir;Mid
100000856;Pria;Menikah;33;SMA;117039;Amatir;Big
100000857;Wanita;Menikah;40;S1;107585;Amatir;Big
100000858;Pria;Belum Menikah;28;Unknown;114429;Amatir;Small
100000859;Wanita;Menikah;29;SMA;128234;Amatir;Big
100000860;Pria;Belum Menikah;26;Unknown;128580;Amatir;Big
100000861;Pria;Belum Menikah;27;Unknown;177757;Amatir;Mid
100000862;Pria;Menikah;28;SMA;106222;Amatir;Small
100000863;Wanita;Menikah;35;SMA;118428;Amatir;Big
100000864;Pria;Belum Menikah;32;Unknown;139477;Tidak Bekerja;Small
100000865;Pria;Belum Menikah;25;Unknown;71159;Tidak Bekerja;Small
100000866;Wanita;Menikah;20;SMA;131370;Amatir;Big
100000867;Wanita;Menikah;27;SMA;111567;Amatir;Big
100000868;Pria;Belum Menikah;42;SMA;125482;Amatir;Big
100000869;Pria;Belum Menikah;37;SMA;160642;Amatir;Big
100000870;Wanita;Menikah;24;SMA;92498;Amatir;Small
100000871;Wanita;Menikah;40;S1;199711;Amatir;Big
100000872;Pria;Belum Menikah;46;SMA;127588;Amatir;Big
100000873;Pria;Belum Menikah;26;Unknown;107508;Amatir;Big
100000874;Wanita;Menikah;24;SMA;94629;Amatir;Big
100000875;Pria;Belum Menikah;29;Unknown;87598;Tidak Bekerja;Big
100000876;Wanita;Menikah;40;S1;161194;Amatir;Mid
100000877;Pria;Belum Menikah;36;SMA;137342;Proffesional;Big
100000878;Pria;Belum Menikah;28;Unknown;116848;Amatir;Mid
100000879;Pria;Belum Menikah;27;Unknown;125190;Proffesional;Mid
100000880;Pria;Belum Menikah;36;SMA;153441;Amatir;Small
100000881;Pria;Belum Menikah;38;SMA;195328;Proffesional;Big
100000882;Pria;Menikah;48;S1;190413;Amatir;Small
100000883;Pria;Belum Menikah;36;SMA;118656;Amatir;Mid
100000884;Wanita;Menikah;65;S2;69487;Tidak Bekerja;Small
100000885;Pria;Menikah;43;S1;145313;Amatir;Mid
100000886;Wanita;Menikah;53;S1;117005;Amatir;Mid
100000887;Pria;Belum Menikah;34;SMA;123243;Amatir;Mid
100000888;Pria;Belum Menikah;23;Unknown;237799;Amatir;Mid
100000889;Pria;Belum Menikah;34;SMA;180617;Proffesional;Big
100000890;Pria;Belum Menikah;40;SMA;167019;Amatir;Small
100000891;Pria;Belum Menikah;43;SMA;147745;Proffesional;Big
100000892;Pria;Belum Menikah;46;SMA;114254;Amatir;Mid
100000893;Pria;Belum Menikah;38;SMA;81155;Tidak Bekerja;Small
100000894;Pria;Belum Menikah;34;SMA;151803;Amatir;Big
100000895;Pria;Belum Menikah;29;Unknown;94356;Amatir;Big
100000896;Pria;Belum Menikah;31;Unknown;200621;Proffesional;Big
100000897;Wanita;Menikah;28;SMA;144448;Proffesional;Mid
100000898;Wanita;Menikah;35;SMA;150797;Amatir;Small
100000899;Wanita;Menikah;33;SMA;84404;Tidak Bekerja;Small
100000900;Pria;Belum Menikah;42;SMA;133373;Amatir;Big
100000901;Pria;Belum Menikah;43;SMA;119502;Amatir;Big
100000902;Pria;Menikah;44;S1;131619;Amatir;Small
100000903;Pria;Belum Menikah;42;SMA;194084;Amatir;Big
100000904;Pria;Menikah;40;SMA;108278;Amatir;Mid
100000905;Pria;Belum Menikah;36;SMA;130987;Proffesional;Mid
100000906;Pria;Belum Menikah;20;Unknown;116582;Proffesional;Big
100000907;Pria;Belum Menikah;24;Unknown;85270;Tidak Bekerja;Small
100000908;Pria;Menikah;27;SMA;129227;Amatir;Small
100000909;Wanita;Menikah;46;S1;108291;Tidak Bekerja;Small
100000910;Wanita;Menikah;33;SMA;103091;Tidak Bekerja;Small
100000911;Wanita;Menikah;34;SMA;136975;Amatir;Mid
100000912;Wanita;Menikah;25;SMA;111502;Tidak Bekerja;Small
100000913;Wanita;Menikah;25;SMA;124750;Amatir;Mid
100000914;Pria;Menikah;28;SMA;146463;Amatir;Big
100000915;Pria;Belum Menikah;31;Unknown;115075;Amatir;Small
100000916;Wanita;Menikah;32;SMA;308491;Proffesional;Mid
100000917;Pria;Belum Menikah;32;Unknown;126368;Amatir;Small
100000918;Pria;Belum Menikah;68;S1;287247;Proffesional;Big
100000919;Pria;Menikah;33;SMA;125535;Amatir;Big
100000920;Pria;Belum Menikah;39;SMA;153223;Proffesional;Big
100000921;Wanita;Menikah;28;SMA;106873;Amatir;Mid
100000922;Pria;Belum Menikah;37;SMA;268906;Proffesional;Mid
100000923;Wanita;Menikah;22;SMA;97757;Amatir;Big
100000924;Pria;Belum Menikah;30;Unknown;112151;Amatir;Mid
100000925;Pria;Menikah;55;S1;172909;Amatir;Small
100000926;Pria;Belum Menikah;46;SMA;103387;Amatir;Mid
100000927;Wanita;Menikah;21;SMA;93916;Amatir;Big
100000928;Pria;Belum Menikah;39;SMA;189963;Amatir;Big
100000929;Pria;Belum Menikah;58;S1;124191;Amatir;Small
100000930;Pria;Belum Menikah;43;SMA;77205;Tidak Bekerja;Small
100000931;Pria;Belum Menikah;24;Unknown;65917;Tidak Bekerja;Small
100000932;Wanita;Menikah;22;SMA;109676;Amatir;Small
100000933;Pria;Belum Menikah;30;Unknown;95682;Amatir;Big
100000934;Pria;Belum Menikah;42;SMA;125516;Amatir;Big
100000935;Wanita;Menikah;23;SMA;99822;Amatir;Small
100000936;Pria;Belum Menikah;30;Unknown;154854;Proffesional;Mid
100000937;Wanita;Menikah;28;SMA;84582;Tidak Bekerja;Small
100000938;Pria;Menikah;30;SMA;145800;Proffesional;Small
100000939;Pria;Belum Menikah;42;SMA;162869;Amatir;Mid
100000940;Pria;Belum Menikah;46;SMA;192379;Proffesional;Big
100000941;Pria;Belum Menikah;45;SMA;159757;Proffesional;Big
100000942;Pria;Belum Menikah;31;Unknown;69571;Tidak Bekerja;Small
100000943;Pria;Belum Menikah;31;Unknown;93648;Amatir;Big
100000944;Pria;Belum Menikah;42;SMA;77472;Tidak Bekerja;Small
100000945;Wanita;Menikah;46;S1;121501;Amatir;Small
100000946;Wanita;Menikah;30;SMA;207262;Amatir;Small
100000947;Pria;Belum Menikah;30;Unknown;143082;Amatir;Big
100000948;Pria;Belum Menikah;38;SMA;147760;Proffesional;Mid
100000949;Pria;Menikah;43;S1;82082;Tidak Bekerja;Small
100000950;Pria;Belum Menikah;31;Unknown;132991;Amatir;Mid
100000951;Pria;Menikah;40;SMA;78436;Tidak Bekerja;Small
100000952;Pria;Belum Menikah;24;Unknown;99737;Amatir;Big
100000953;Wanita;Menikah;28;SMA;164915;Amatir;Small
100000954;Wanita;Menikah;26;SMA;223185;Proffesional;Mid
100000955;Wanita;Menikah;29;SMA;108400;Amatir;Big
100000956;Wanita;Menikah;57;S1;194882;Proffesional;Mid
100000957;Pria;Belum Menikah;49;SMA;122186;Tidak Bekerja;Small
100000958;Pria;Belum Menikah;37;SMA;79594;Tidak Bekerja;Small
100000959;Pria;Belum Menikah;45;SMA;104355;Tidak Bekerja;Small
100000960;Pria;Belum Menikah;30;Unknown;135894;Amatir;Big
100000961;Pria;Menikah;30;SMA;103699;Amatir;Mid
100000962;Pria;Menikah;47;S1;132145;Amatir;Mid
100000963;Pria;Belum Menikah;29;Unknown;117272;Amatir;Big
100000964;Pria;Belum Menikah;35;SMA;137932;Amatir;Small
100000965;Pria;Menikah;22;SMA;63972;Tidak Bekerja;Small
100000966;Wanita;Menikah;26;SMA;113299;Amatir;Big
100000967;Pria;Belum Menikah;23;Unknown;108540;Tidak Bekerja;Small
100000968;Wanita;Menikah;54;S1;174424;Proffesional;Big
100000969;Pria;Menikah;29;SMA;154991;Amatir;Big
100000970;Pria;Belum Menikah;40;SMA;99723;Tidak Bekerja;Small
100000971;Pria;Belum Menikah;22;Unknown;114584;Amatir;Big
100000972;Pria;Belum Menikah;43;SMA;135275;Tidak Bekerja;Small
100000973;Wanita;Menikah;29;SMA;41680;Tidak Bekerja;Small
100000974;Pria;Belum Menikah;36;SMA;158769;Amatir;Mid
100000975;Wanita;Menikah;33;SMA;120596;Amatir;Small
100000976;Wanita;Menikah;57;S1;139641;Tidak Bekerja;Small
100000977;Wanita;Menikah;64;S2;134377;Amatir;Small
100000978;Pria;Belum Menikah;42;SMA;125804;Amatir;Big
100000979;Pria;Belum Menikah;47;SMA;91858;Tidak Bekerja;Small
100000980;Pria;Menikah;25;SMA;117641;Amatir;Big
100000981;Pria;Belum Menikah;49;SMA;188594;Amatir;Mid
100000982;Pria;Belum Menikah;33;SMA;162827;Proffesional;Big
100000983;Wanita;Menikah;28;SMA;178991;Proffesional;Big
100000984;Pria;Belum Menikah;26;Unknown;159739;Amatir;Mid
100000985;Pria;Belum Menikah;30;Unknown;73401;Tidak Bekerja;Small
100000986;Wanita;Menikah;25;SMA;100794;Amatir;Big
100000987;Pria;Menikah;33;SMA;167763;Amatir;Mid
100000988;Wanita;Menikah;64;S2;145174;Amatir;Small
100000989;Pria;Belum Menikah;29;Unknown;176292;Proffesional;Mid
100000990;Pria;Belum Menikah;48;SMA;94024;Tidak Bekerja;Small
100000991;Pria;Belum Menikah;37;SMA;93740;Tidak Bekerja;Small
100000992;Pria;Belum Menikah;34;SMA;85685;Tidak Bekerja;Small
100000993;Pria;Menikah;23;SMA;69997;Tidak Bekerja;Small
100000994;Pria;Belum Menikah;30;Unknown;151938;Proffesional;Big
100000995;Pria;Belum Menikah;50;SMA;122830;Amatir;Mid
100000996;Wanita;Menikah;31;SMA;78489;Tidak Bekerja;Small
100000997;Pria;Menikah;40;SMA;161999;Proffesional;Mid
100000998;Pria;Belum Menikah;38;SMA;98032;Amatir;Big
100000999;Pria;Belum Menikah;23;Unknown;96060;Amatir;Small
100001000;Pria;Belum Menikah;27;Unknown;147968;Amatir;Mid
100001001;Wanita;Menikah;63;S1;134853;Amatir;Mid
100001002;Pria;Belum Menikah;66;S1;157576;Proffesional;Big
100001003;Pria;Menikah;43;S1;203738;Proffesional;Mid
100001004;Pria;Menikah;44;S1;280570;Proffesional;Big
100001005;Pria;Menikah;65;S2;69487;Tidak Bekerja;Big
100001006;Wanita;Menikah;73;S2;214126;Proffesional;Mid
100001007;Pria;Belum Menikah;60;S1;136671;Amatir;Mid
100001008;Pria;Menikah;62;S1;174337;Amatir;Mid
100001009;Wanita;Menikah;58;S1;126710;Amatir;Mid
100001010;Wanita;Menikah;43;S1;167139;Proffesional;Big
100001011;Pria;Belum Menikah;64;S1;122094;Amatir;Big
100001012;Pria;Menikah;37;S2;170113;Proffesional;Big
100001013;Wanita;Menikah;46;S1;192698;Proffesional;Mid
100001014;Pria;Menikah;57;S1;144197;Amatir;Big
100001015;Pria;Menikah;51;S1;133623;Amatir;Mid
100001016;Wanita;Menikah;32;S2;171052;Proffesional;Big
100001017;Pria;Belum Menikah;64;S1;130492;Amatir;Big
100001018;Pria;Belum Menikah;68;S1;135705;Amatir;Mid
100001019;Wanita;Menikah;55;S1;171804;Proffesional;Big
100001020;Pria;Belum Menikah;73;S1;192167;Proffesional;Mid
100001021;Wanita;Menikah;34;S2;134377;Amatir;Big
100001022;Pria;Menikah;44;S1;146716;Amatir;Mid
100001023;Pria;Belum Menikah;58;S1;267872;Amatir;Mid
100001024;Wanita;Menikah;65;S1;142193;Tidak Bekerja;Mid
100001025;Wanita;Menikah;56;S1;183765;Amatir;Mid
100001026;Wanita;Menikah;42;S1;218664;Proffesional;Big
100001027;Wanita;Menikah;65;S2;145174;Amatir;Big
100001028;Pria;Belum Menikah;72;S1;224961;Proffesional;Big
100001029;Wanita;Menikah;45;S1;262634;Proffesional;Big
100001030;Pria;Belum Menikah;68;S1;287106;Proffesional;Big
100001031;Pria;Belum Menikah;60;S1;166298;Proffesional;Mid
100001032;Wanita;Menikah;30;S2;133328;Tidak Bekerja;Big
100001033;Pria;Belum Menikah;63;S1;129798;Amatir;Mid
100001034;Pria;Belum Menikah;57;S1;281084;Proffesional;Mid
100001035;Wanita;Menikah;46;S1;160678;Amatir;Big
100001036;Wanita;Menikah;70;S2;167532;Amatir;Mid
100001037;Pria;Belum Menikah;65;S1;178591;Amatir;Big
100001038;Pria;Belum Menikah;63;S1;273063;Proffesional;Big
100001039;Pria;Menikah;54;S1;149410;Amatir;Big
100001040;Pria;Menikah;49;S1;124658;Amatir;Big
100001041;Wanita;Menikah;64;S1;153645;Amatir;Big
100001042;Wanita;Menikah;61;S1;308529;Proffesional;Big
100001043;Wanita;Menikah;57;S1;155062;Amatir;Big
100001044;Wanita;Menikah;42;S1;199654;Amatir;Big
100001045;Pria;Belum Menikah;62;S1;124723;Amatir;Big
100001046;Wanita;Menikah;41;S1;127752;Amatir;Big
100001047;Wanita;Menikah;51;S1;157595;Proffesional;Mid
100001048;Wanita;Menikah;38;S1;135534;Amatir;Big
100001049;Wanita;Menikah;56;S1;166264;Proffesional;Big
100001050;Wanita;Menikah;43;S1;147259;Amatir;Mid
100001051;Wanita;Menikah;48;S1;161116;Amatir;Mid
100001052;Pria;Belum Menikah;61;S1;139380;Amatir;Mid
100001053;Pria;Menikah;48;S1;213768;Proffesional;Big
100001054;Pria;Belum Menikah;68;S1;125903;Amatir;Big
100001055;Wanita;Menikah;62;S1;163940;Amatir;Mid
100001056;Wanita;Menikah;56;S1;173378;Proffesional;Big
100001057;Wanita;Menikah;53;S1;126847;Amatir;Mid
100001058;Pria;Menikah;33;S2;166712;Amatir;Big
100001059;Wanita;Menikah;60;S1;189166;Amatir;Mid
100001060;Wanita;Menikah;47;S1;161714;Amatir;Mid
100001061;Pria;Menikah;25;S2;214364;Proffesional;Big
100001062;Pria;Belum Menikah;64;S1;184680;Amatir;Mid
100001063;Pria;Belum Menikah;73;S1;214732;Proffesional;Mid
100001064;Pria;Menikah;66;S1;152527;Amatir;Mid
100001065;Wanita;Menikah;76;S2;170366;Proffesional;Mid
100001066;Wanita;Menikah;60;S1;194532;Proffesional;Mid
100001067;Wanita;Menikah;57;S1;125883;Amatir;Big
100001068;Pria;Menikah;30;S2;131242;Amatir;Big
100001069;Pria;Menikah;43;S1;159880;Proffesional;Mid
100001070;Pria;Belum Menikah;57;S1;165519;Amatir;Big
100001071;Pria;Menikah;51;S1;149653;Amatir;Mid
100001072;Wanita;Menikah;61;S1;134102;Amatir;Mid
100001073;Pria;Belum Menikah;64;S1;159378;Proffesional;Big
100001074;Pria;Menikah;41;S1;205476;Proffesional;Mid
100001075;Pria;Menikah;43;S1;280566;Proffesional;Big
100001076;Pria;Menikah;67;S2;71823;Tidak Bekerja;Big
100001077;Wanita;Menikah;71;S2;211572;Proffesional;Mid
100001078;Pria;Belum Menikah;59;S1;136123;Amatir;Mid
100001079;Pria;Menikah;60;S1;176372;Amatir;Mid
100001080;Wanita;Menikah;60;S1;128271;Amatir;Mid
100001081;Wanita;Menikah;45;S1;169020;Proffesional;Big
100001082;Pria;Belum Menikah;63;S1;122267;Amatir;Big
100001083;Pria;Menikah;38;S2;169324;Proffesional;Big
100001084;Wanita;Menikah;46;S1;192561;Proffesional;Mid
100001085;Pria;Menikah;55;S1;145781;Amatir;Big
100001086;Pria;Menikah;50;S1;135376;Amatir;Mid
100001087;Wanita;Menikah;30;S2;169002;Proffesional;Big
100001088;Pria;Belum Menikah;63;S1;128469;Amatir;Big
100001089;Pria;Belum Menikah;67;S1;135567;Amatir;Mid
100001090;Wanita;Menikah;54;S1;170644;Proffesional;Big
100001091;Pria;Belum Menikah;71;S1;192360;Proffesional;Mid
100001092;Wanita;Menikah;32;S2;133235;Amatir;Big
100001093;Wanita;Menikah;45;S1;260847;Proffesional;Big
100001094;Pria;Belum Menikah;65;S1;285647;Proffesional;Big
100001095;Pria;Belum Menikah;62;S1;164816;Proffesional;Mid
100001096;Wanita;Menikah;28;S2;130148;Tidak Bekerja;Big
100001097;Pria;Belum Menikah;65;S1;129838;Amatir;Mid
100001098;Pria;Belum Menikah;57;S1;281647;Proffesional;Mid
100001099;Wanita;Menikah;48;S1;157305;Amatir;Big
100001100;Wanita;Menikah;71;S2;163654;Amatir;Mid
100001101;Pria;Belum Menikah;38;SMA;82398;Amatir;Mid
100001102;Pria;Menikah;40;SMA;107710;Amatir;Mid
100001103;Pria;Belum Menikah;49;SMA;122346;Amatir;Mid
100001104;Pria;Menikah;32;SMA;155540;Proffesional;Mid
100001105;Pria;Belum Menikah;45;SMA;127572;Amatir;Mid
100001106;Pria;Belum Menikah;40;SMA;154031;Proffesional;Mid
100001107;Pria;Belum Menikah;66;S1;164931;Proffesional;Big
100001108;Pria;Belum Menikah;38;SMA;123003;Amatir;Big
100001109;Pria;Menikah;20;SMA;89605;Amatir;Mid
100001110;Pria;Belum Menikah;48;SMA;117721;Amatir;Mid
100001111;Pria;Menikah;46;S1;168904;Proffesional;Mid
100001112;Pria;Belum Menikah;32;SMA;137576;Proffesional;Big
100001113;Pria;Belum Menikah;54;SMA;111274;Amatir;Mid
100001114;Pria;Menikah;24;SMA;94249;Proffesional;Big
100001115;Pria;Menikah;27;SMA;180940;Proffesional;Mid
100001116;Pria;Belum Menikah;57;SMA;125032;Amatir;Big
100001117;Pria;Belum Menikah;38;SMA;138011;Proffesional;Mid
100001118;Pria;Belum Menikah;40;SMA;144850;Amatir;Mid
100001119;Pria;Menikah;20;SMA;107270;Amatir;Big
100001120;Pria;Belum Menikah;36;SMA;113405;Proffesional;Big
100001121;Pria;Belum Menikah;47;SMA;137338;Amatir;Big
100001122;Pria;Belum Menikah;64;S1;125119;Tidak Bekerja;Big
100001123;Pria;Belum Menikah;42;SMA;159745;Proffesional;Big
100001124;Pria;Belum Menikah;44;SMA;181262;Proffesional;Big
100001125;Pria;Menikah;30;SMA;90500;Proffesional;Big
100001126;Pria;Belum Menikah;37;SMA;102733;Amatir;Mid
100001127;Pria;Belum Menikah;42;SMA;135493;Amatir;Big
100001128;Pria;Menikah;62;S1;169044;Amatir;Mid
100001129;Pria;Belum Menikah;49;SMA;178549;Amatir;Big
100001130;Pria;Belum Menikah;52;SMA;159716;Amatir;Big
100001131;Pria;Menikah;36;SMA;170118;Proffesional;Mid
100001132;Pria;Belum Menikah;49;SMA;143886;Tidak Bekerja;Mid
100001133;Pria;Belum Menikah;42;SMA;130164;Proffesional;Big
100001134;Pria;Belum Menikah;38;SMA;114476;Amatir;Mid
100001135;Pria;Belum Menikah;50;SMA;126143;Amatir;Mid
100001136;Pria;Menikah;34;SMA;129654;Proffesional;Big
100001137;Pria;Belum Menikah;43;SMA;123202;Amatir;Big
100001138;Pria;Belum Menikah;40;SMA;160524;Amatir;Mid
100001139;Pria;Belum Menikah;56;S1;126906;Amatir;Mid
100001140;Pria;Belum Menikah;41;SMA;143994;Proffesional;Big
100001141;Pria;Menikah;30;SMA;123517;Proffesional;Big
100001142;Pria;Menikah;28;SMA;129055;Amatir;Big
100001143;Pria;Belum Menikah;64;S1;136312;Tidak Bekerja;Big
100001144;Pria;Belum Menikah;67;S1;112486;Amatir;Big
100001145;Pria;Belum Menikah;37;SMA;152401;Proffesional;Mid
100001146;Pria;Belum Menikah;31;SMA;157453;Proffesional;Mid
100001147;Pria;Belum Menikah;32;SMA;142870;Proffesional;Big
100001148;Pria;Menikah;52;S1;137231;Amatir;Big
100001149;Pria;Menikah;31;SMA;104406;Amatir;Mid
100001150;Pria;Belum Menikah;36;SMA;145385;Proffesional;Mid
100001151;Pria;Menikah;32;SMA;146519;Proffesional;Mid
100001152;Pria;Belum Menikah;51;SMA;126227;Amatir;Big
100001153;Pria;Belum Menikah;47;SMA;112227;Proffesional;Mid
100001154;Pria;Menikah;34;SMA;110145;Amatir;Big
100001155;Pria;Menikah;46;S1;149419;Amatir;Mid
100001156;Pria;Menikah;42;SMA;176646;Amatir;Mid
100001157;Pria;Belum Menikah;39;SMA;91019;Proffesional;Mid
100001158;Pria;Belum Menikah;50;SMA;169579;Amatir;Big
100001159;Pria;Belum Menikah;42;SMA;142305;Amatir;Big
100001160;Pria;Menikah;36;SMA;130602;Amatir;Mid
100001161;Pria;Menikah;18;SMA;98992;Amatir;Mid
100001162;Pria;Belum Menikah;35;SMA;181926;Proffesional;Big
100001163;Pria;Belum Menikah;38;SMA;152864;Amatir;Big
100001164;Pria;Belum Menikah;39;SMA;135837;Proffesional;Big
100001165;Pria;Menikah;24;SMA;121757;Tidak Bekerja;Big
100001166;Pria;Belum Menikah;41;SMA;182274;Amatir;Mid
100001167;Pria;Belum Menikah;36;SMA;149040;Proffesional;Big
100001168;Pria;Belum Menikah;37;SMA;154196;Proffesional;Big
100001169;Pria;Menikah;45;S1;135332;Amatir;Mid
100001170;Pria;Belum Menikah;41;SMA;134200;Proffesional;Big
100001171;Pria;Belum Menikah;36;SMA;177171;Proffesional;Big
100001172;Pria;Belum Menikah;38;SMA;115964;Tidak Bekerja;Big
100001173;Pria;Belum Menikah;38;SMA;136871;Tidak Bekerja;Mid
100001174;Pria;Menikah;53;S1;159559;Proffesional;Big
100001175;Pria;Belum Menikah;35;SMA;113878;Amatir;Big
100001176;Pria;Belum Menikah;48;SMA;171203;Proffesional;Big
100001177;Pria;Belum Menikah;36;SMA;102180;Amatir;Big
100001178;Pria;Menikah;22;SMA;116844;Proffesional;Mid
100001179;Pria;Belum Menikah;35;SMA;139844;Proffesional;Big
100001180;Pria;Belum Menikah;42;SMA;156431;Tidak Bekerja;Mid
100001181;Pria;Belum Menikah;39;SMA;116137;Tidak Bekerja;Mid
100001182;Pria;Belum Menikah;31;SMA;143081;Amatir;Mid
100001183;Pria;Belum Menikah;33;SMA;155870;Proffesional;Big
100001184;Pria;Menikah;31;SMA;106924;Tidak Bekerja;Mid
100001185;Pria;Belum Menikah;42;SMA;102133;Amatir;Mid
100001186;Pria;Belum Menikah;61;S1;145227;Tidak Bekerja;Mid
100001187;Pria;Belum Menikah;38;SMA;159500;Proffesional;Big
100001188;Pria;Belum Menikah;33;SMA;98498;Tidak Bekerja;Mid
100001189;Pria;Belum Menikah;48;SMA;159714;Amatir;Big
100001190;Pria;Belum Menikah;31;SMA;121852;Tidak Bekerja;Mid
100001191;Pria;Belum Menikah;52;SMA;141271;Proffesional;Big
100001192;Pria;Menikah;27;SMA;123213;Amatir;Big
100001193;Pria;Belum Menikah;40;SMA;143723;Proffesional;Mid
100001194;Pria;Belum Menikah;34;SMA;112538;Tidak Bekerja;Mid
100001195;Pria;Menikah;26;SMA;97932;Proffesional;Big
100001196;Pria;Belum Menikah;30;SMA;154003;Tidak Bekerja;Mid
100001197;Pria;Belum Menikah;53;SMA;177179;Amatir;Mid
100001198;Pria;Belum Menikah;45;SMA;128052;Amatir;Big
100001199;Pria;Belum Menikah;32;SMA;114617;Proffesional;Mid
100001200;Pria;Belum Menikah;35;SMA;182822;Proffesional;Big
100001201;Pria;Menikah;26;SMA;177215;Amatir;Big
100001202;Pria;Belum Menikah;30;SMA;110929;Amatir;Mid
100001203;Pria;Belum Menikah;37;SMA;111821;Amatir;Mid
100001204;Pria;Belum Menikah;32;SMA;97306;Proffesional;Mid
100001205;Pria;Menikah;40;SMA;157231;Amatir;Mid
100001206;Pria;Belum Menikah;44;SMA;126906;Tidak Bekerja;Big
100001207;Pria;Belum Menikah;43;SMA;133243;Amatir;Big
100001208;Pria;Belum Menikah;51;SMA;112250;Amatir;Mid
100001209;Pria;Belum Menikah;37;SMA;104349;Tidak Bekerja;Mid
100001210;Pria;Belum Menikah;33;SMA;151421;Amatir;Big
100001211;Pria;Menikah;32;SMA;178081;Proffesional;Mid
100001212;Pria;Belum Menikah;35;SMA;110181;Tidak Bekerja;Big
100001213;Pria;Menikah;30;SMA;113012;Amatir;Mid
100001214;Pria;Menikah;35;SMA;154585;Proffesional;Big
100001215;Pria;Belum Menikah;40;SMA;144704;Proffesional;Mid
100001216;Pria;Belum Menikah;37;SMA;141632;Proffesional;Big
100001217;Pria;Belum Menikah;37;SMA;105055;Amatir;Big
100001218;Pria;Belum Menikah;37;SMA;124597;Amatir;Big
100001219;Pria;Belum Menikah;53;SMA;160164;Proffesional;Mid
100001220;Pria;Belum Menikah;34;SMA;151754;Proffesional;Mid
100001221;Pria;Belum Menikah;51;SMA;155551;Amatir;Mid
100001222;Pria;Menikah;26;SMA;94986;Amatir;Big
100001223;Pria;Belum Menikah;34;SMA;175800;Tidak Bekerja;Mid
100001224;Pria;Belum Menikah;51;SMA;126246;Proffesional;Mid
100001225;Pria;Belum Menikah;33;SMA;116261;Amatir;Big
100001226;Pria;Menikah;32;SMA;117796;Tidak Bekerja;Big
100001227;Pria;Belum Menikah;39;SMA;115363;Amatir;Mid
100001228;Pria;Belum Menikah;53;SMA;169076;Amatir;Mid
100001229;Pria;Belum Menikah;34;SMA;97474;Proffesional;Big
100001230;Pria;Belum Menikah;37;SMA;140341;Amatir;Big
100001231;Pria;Menikah;28;SMA;114503;Amatir;Mid
100001232;Pria;Menikah;25;SMA;102937;Amatir;Big
100001233;Pria;Belum Menikah;36;SMA;151781;Proffesional;Big
100001234;Pria;Menikah;36;SMA;123133;Amatir;Big
100001235;Pria;Belum Menikah;35;SMA;118879;Amatir;Big
100001236;Pria;Menikah;21;SMA;158683;Amatir;Mid
100001237;Pria;Menikah;29;SMA;107514;Amatir;Big
100001238;Pria;Belum Menikah;60;S1;193879;Amatir;Mid
100001239;Pria;Belum Menikah;45;SMA;135043;Amatir;Mid
100001240;Pria;Menikah;56;S1;108559;Tidak Bekerja;Mid
100001241;Pria;Menikah;30;SMA;121038;Amatir;Big
100001242;Pria;Belum Menikah;52;SMA;151947;Proffesional;Big
100001243;Pria;Menikah;26;SMA;118820;Amatir;Mid
100001244;Pria;Belum Menikah;43;SMA;121517;Amatir;Mid
100001245;Pria;Belum Menikah;34;SMA;113572;Amatir;Mid
100001246;Pria;Menikah;22;SMA;131170;Amatir;Big
100001247;Pria;Belum Menikah;42;SMA;92430;Tidak Bekerja;Mid
100001248;Pria;Belum Menikah;38;SMA;124554;Tidak Bekerja;Mid
100001249;Pria;Menikah;29;SMA;115988;Amatir;Big
